passport,name,surname,flight_number,flight_date,airplane_license,airplane_model,airline_name,departure_airport,dep_city,dep_country,arrival_airport,arr_city,arr_country,baggage_belt,seat_number,flight_crew_license,flight_crew_role,flight_status_date,flight_status_hour,flight_status
JV4662896,Katherine,Reynolds,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,23E,FWL1999,Captain,2025-08-13,04:49:16,on time
II8891392,Peter,Finley,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,11A,FWL5093,Captain,2025-07-20,08:31:34,on time
LO6980137,Cassandra,Olson,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,2B,FWL4974,First Officer,2025-07-07,06:55:11,arrived
FK9568730,Lindsey,Juarez,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,9B,FWL9907,Captain,2025-06-19,18:44:34,canceled
WH7895951,Gabriel,Huffman,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,1B,FWL2641,Captain,2025-07-16,20:25:19,arrived
BK6164260,Tina,Allen,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,1D,FWL8635,First Officer,2025-07-16,17:34:54,arrived
JK1184665,Sharon,Cardenas,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,14C,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
QG6770944,Bobby,Horne,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,15F,FWL9882,First Officer,2025-06-24,06:38:47,arrived
IZ6451235,Bryan,Fletcher,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,3B,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
WV2718828,Tammie,Williams,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,16B,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
LI5642813,Christopher,Hernandez,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,27D,FWL3435,Captain,2025-06-29,02:06:45,arrived
JZ6568720,John,King,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,25F,FWL2020,First Officer,2025-06-21,08:34:16,arrived
CB1662644,Marvin,Ware,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,25D,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
AT2433775,Henry,Beasley,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,2B,FWL8750,Captain,2025-07-09,12:09:18,on time
AO0529086,Megan,Jarvis,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,25A,FWL8750,Captain,2025-07-09,12:09:18,on time
QV7260113,Victoria,Ford,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,7D,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
QP2656047,Allison,Parks,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,10C,FWL4157,Captain,2025-08-13,22:02:00,on time
PQ4033683,Angel,Bryant,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,24A,FWL2584,Captain,2025-07-05,04:19:10,delayed
IR0074184,Riley,Miranda,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,8C,FWL5278,Captain,2025-07-14,05:31:11,departed
IC0332114,Morgan,Camacho,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,10B,FWL2584,Captain,2025-07-05,04:19:10,delayed
FJ0486458,Troy,Bauer,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,14A,FWL4974,First Officer,2025-07-07,06:55:11,arrived
CL6319080,Benjamin,Williams,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,14C,FWL2584,Captain,2025-07-05,04:19:10,delayed
IG2983639,Angela,Baker,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,18E,FWL2481,Captain,2025-08-12,15:07:56,delayed
WP1973435,Beverly,Collins,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,26B,FWL1975,Captain,2025-07-06,05:03:57,delayed
BF2021263,Latoya,Benson,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,19F,FWL5625,First Officer,2025-06-29,17:29:58,departed
ZB4837937,David,Baker,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,20B,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
RZ5776049,Natasha,Moran,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,3B,FWL5593,First Officer,2025-07-28,08:39:57,delayed
ZR2074691,Laura,Stone,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,6F,FWL7323,First Officer,2025-07-21,18:45:49,departed
CI9757809,Samuel,Johnson,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,21A,FWL7484,First Officer,2025-07-19,16:30:11,deviated
DC5267262,Brittany,Brooks,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,10F,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
JS6112203,Heather,Turner,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,5D,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
QT7242344,Kim,Campos,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,18F,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
NE9167685,Jonathan,Luna,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,24B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
JZ5980765,Dwayne,Obrien,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,13C,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
IS2211157,Tina,Martinez,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,2D,FWL3435,Captain,2025-06-29,02:06:45,arrived
WH7895951,Gabriel,Huffman,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,10E,FWL6424,Captain,2025-08-11,01:12:26,on time
QP1139368,Luis,Sampson,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,19B,FWL5093,Captain,2025-07-20,08:31:34,on time
QW0529393,Cassandra,Hanson,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,21F,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
LU5805028,Todd,Lawson,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,20E,FWL1999,Captain,2025-08-13,04:49:16,on time
SH9854339,David,Miller,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,17B,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
OF1295413,Kevin,Crane,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,9E,FWL9907,Captain,2025-06-19,18:44:34,canceled
UI9715501,Veronica,Acosta,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,1F,FWL3304,First Officer,2025-07-26,13:54:07,deviated
LK7553014,Andrew,Tanner,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,24B,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
ZN0016740,Jay,Bell,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,12E,FWL4056,First Officer,2025-07-03,03:39:23,arrived
RT8796352,Ashlee,Barker,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,24A,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
HO3722896,Matthew,King,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,7E,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
MS4268744,Duane,Cardenas,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,18B,FWL5593,First Officer,2025-07-28,08:39:57,delayed
RV7656433,Justin,Austin,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,14F,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
IC6364630,Christopher,Malone,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,4E,FWL2020,First Officer,2025-06-21,08:34:16,arrived
FG1784619,Philip,King,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,27B,FWL5625,First Officer,2025-06-29,17:29:58,departed
ZM0558845,Adam,Robles,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,7A,FWL5625,First Officer,2025-06-29,17:29:58,departed
KC9995131,John,Wilson,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,4A,FWL5093,Captain,2025-07-20,08:31:34,on time
RT9700200,Jennifer,Dixon,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,25F,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
QP1139368,Luis,Sampson,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,17A,FWL5278,Captain,2025-07-14,05:31:11,departed
UI9715501,Veronica,Acosta,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,20F,FWL3110,Captain,2025-07-03,15:32:49,departed
WV2718828,Tammie,Williams,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,30B,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
II8891392,Peter,Finley,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,15F,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
MX8042076,Melanie,Jackson,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,18F,FWL9882,First Officer,2025-06-24,06:38:47,arrived
PZ6082691,Amanda,Beck,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,9E,FWL4056,First Officer,2025-07-03,03:39:23,arrived
IW2144229,Cynthia,Austin,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,5C,FWL2641,Captain,2025-07-16,20:25:19,arrived
ZG1473653,Timothy,Lowe,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,17A,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
OD2670454,Heather,Potter,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,15E,FWL2641,Captain,2025-07-16,20:25:19,arrived
RJ9898227,Gregory,Hawkins,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,7E,FWL5093,Captain,2025-07-20,08:31:34,on time
CB1662644,Marvin,Ware,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,12E,FWL1813,First Officer,2025-07-18,17:08:45,delayed
VZ4103713,Alexis,Gomez,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,24A,FWL2655,First Officer,2025-06-22,12:40:49,departed
RB6780044,Danielle,Brown,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,30F,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
VG3297184,Scott,Navarro,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,6B,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
IR0074184,Riley,Miranda,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,17C,FWL1975,Captain,2025-07-06,05:03:57,delayed
ZR2074691,Laura,Stone,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,20D,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
BL4263778,Marissa,Jones,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,18C,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
RZ5776049,Natasha,Moran,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,25F,FWL2655,First Officer,2025-06-22,12:40:49,departed
TK2280528,Melanie,Wilson,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,21E,FWL2641,Captain,2025-07-16,20:25:19,arrived
RF1837588,Ryan,Hess,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,14D,FWL1813,First Officer,2025-07-18,17:08:45,delayed
IR0074184,Riley,Miranda,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,9C,FWL8750,Captain,2025-07-09,12:09:18,on time
JV4662896,Katherine,Reynolds,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,13A,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
GW5656538,Alexandria,Johnson,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,10A,FWL8417,First Officer,2025-08-08,18:18:12,deviated
QU1286174,Sandra,Mccarty,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,7C,FWL3110,Captain,2025-07-03,15:32:49,departed
GQ1449825,Katherine,Jones,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,23C,FWL5593,First Officer,2025-07-28,08:39:57,delayed
RG3913362,Emily,Shea,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,18E,FWL2661,First Officer,2025-07-05,09:56:15,canceled
AO0529086,Megan,Jarvis,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,10B,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
PT6174774,Marissa,Jones,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,29E,FWL9882,First Officer,2025-06-24,06:38:47,arrived
CB1662644,Marvin,Ware,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,9C,FWL3110,Captain,2025-07-03,15:32:49,departed
TU1419502,Robert,Lopez,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,26E,FWL1813,First Officer,2025-07-18,17:08:45,delayed
JK1184665,Sharon,Cardenas,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,5F,FWL2641,Captain,2025-07-16,20:25:19,arrived
UR9167007,Tammy,Garcia,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,6D,FWL8317,Captain,2025-07-27,05:41:01,departed
RB6780044,Danielle,Brown,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,20F,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
QU1286174,Sandra,Mccarty,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,24E,FWL5625,First Officer,2025-06-29,17:29:58,departed
QS6125292,Mark,Ramirez,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,25A,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
OX8796751,Dennis,Hall,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,28D,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
WP1973435,Beverly,Collins,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,8F,FWL5593,First Officer,2025-07-28,08:39:57,delayed
JF2966171,Joe,Ball,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,25F,FWL2584,Captain,2025-07-05,04:19:10,delayed
QS6125292,Mark,Ramirez,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,20E,FWL4974,First Officer,2025-07-07,06:55:11,arrived
LW5098998,David,Young,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,18E,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
SS4697669,John,Thompson,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,17F,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
WI1908112,Jose,Cohen,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,4F,FWL8635,First Officer,2025-07-16,17:34:54,arrived
FZ3690557,Steven,Mosley,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,25E,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
HI5285368,Michael,Matthews,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,3B,FWL2661,First Officer,2025-07-05,09:56:15,canceled
TI5633162,Steven,Nelson,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,13B,FWL9907,Captain,2025-06-19,18:44:34,canceled
CF6354547,Dale,Harrison,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,3D,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
NX6573856,Robert,Morris,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,25F,FWL6846,Captain,2025-07-29,14:50:41,on time
YC7476647,Juan,Lee,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,5D,FWL7484,First Officer,2025-07-19,16:30:11,deviated
WD7719150,Jamie,Campos,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,16D,FWL5093,Captain,2025-07-20,08:31:34,on time
RT9700200,Jennifer,Dixon,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,18E,FWL5093,Captain,2025-07-20,08:31:34,on time
QZ5413403,Shirley,Carter,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,8A,FWL7471,First Officer,2025-06-21,04:23:06,canceled
HI5285368,Michael,Matthews,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,4F,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
LS0505551,Philip,Todd,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,12C,FWL6846,Captain,2025-07-29,14:50:41,on time
DL2208961,Amber,Ford,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,12E,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
EX8266175,Ryan,Miller,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,10B,FWL5593,First Officer,2025-07-28,08:39:57,delayed
MQ2948620,Joyce,Rodriguez,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,27D,FWL4056,First Officer,2025-07-03,03:39:23,arrived
WZ3667922,Kimberly,Webb,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,2B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
XQ3457027,Lori,Duarte,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,12B,FWL4157,Captain,2025-08-13,22:02:00,on time
HO0245644,Gregory,Thomas,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,24A,FWL2020,First Officer,2025-06-21,08:34:16,arrived
ZV6609821,Sharon,Thomas,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,5C,FWL4056,First Officer,2025-07-03,03:39:23,arrived
IG2983639,Angela,Baker,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,23A,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
GG4929418,Stacy,Allen,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,24E,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
YH4081467,Martin,Thomas,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,18E,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
AI8689082,Monica,Thompson,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,16E,FWL6424,Captain,2025-08-11,01:12:26,on time
MV4060153,Matthew,Peterson,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,23F,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
ZN0016740,Jay,Bell,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,19F,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
AD8954648,Matthew,Watkins,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,9B,FWL5625,First Officer,2025-06-29,17:29:58,departed
DC5267262,Brittany,Brooks,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,7F,FWL9907,Captain,2025-06-19,18:44:34,canceled
BF2021263,Latoya,Benson,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,13F,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
WW6545784,Breanna,Carter,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,22C,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
QA3506140,Timothy,Singh,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,10F,FWL7108,Captain,2025-08-03,18:11:29,delayed
RJ9898227,Gregory,Hawkins,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,13E,FWL3110,Captain,2025-07-03,15:32:49,departed
QT5620223,Jacob,Carlson,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,16E,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
BS5918729,Elizabeth,Wright,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,6B,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
NX6573856,Robert,Morris,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,18F,FWL3304,First Officer,2025-07-26,13:54:07,deviated
GQ1449825,Katherine,Jones,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,8E,FWL5625,First Officer,2025-06-29,17:29:58,departed
NG1462460,Todd,Oneal,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,16D,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
ZR2074691,Laura,Stone,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,12F,FWL7108,Captain,2025-08-03,18:11:29,delayed
BL4263778,Marissa,Jones,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,20B,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
NX6573856,Robert,Morris,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,26A,FWL1999,Captain,2025-08-13,04:49:16,on time
BA9855741,Timothy,Shea,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,29A,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
RS0412606,Todd,Carr,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,8B,FWL1999,Captain,2025-08-13,04:49:16,on time
QL6387619,Chelsea,Austin,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,22B,FWL1975,Captain,2025-07-06,05:03:57,delayed
FM9710563,Robert,Mooney,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,25E,FWL2641,Captain,2025-07-16,20:25:19,arrived
BU8549044,Stephanie,Parrish,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,8E,FWL2655,First Officer,2025-06-22,12:40:49,departed
OH1669540,Benjamin,Le,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,10E,FWL6846,Captain,2025-07-29,14:50:41,on time
NK6217435,John,Hansen,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,18B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
SZ9837054,Laura,Lee,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,9E,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
